OBJECTID,Route,RteSuffix,RouteS,PMRouteID,County,District,PMPrefix,bPM,ePM,PMSuffix,bPMc,ePMc,bOdometer,eOdometer,AlignCode,RouteType,Direction,Shape_Length
908,18,,18,SBD018...R,SBD,8,,96.766,115.91,,96.766,115.91,90.721,109.865,Right,State,NB,37417.0289313178
909,18,,18,SBD018.R.R,SBD,8,R,96.577,96.766,,R96.577,R96.766,90.532,90.721,Right,State,NB,355.399566183709
910,20,,20,SUT020...R,SUT,3,,15.573,17.057,,15.573,17.057,147.594,149.078,Right,State,EB,3055.2438681721
911,18,,18,SBD018...R,SBD,8,,70.001,90.705,,70.001,90.705,63.8,84.504,Right,State,NB,40531.1926820983
912,23,,23,VEN023...L,VEN,7,,24.139,24.165,,24.139,24.165,32.004,32.03,Left,State,SB,50.995532956171
913,18,,18,SBD018.L.R,SBD,8,L,70,70.307,,L70.0,L70.307,63.493,63.8,Right,State,NB,599.855502651677
914,18,,18,SBD018...R,SBD,8,,49.106,70,,49.106,70.0,42.599,63.493,Right,State,NB,41082.1478971743
915,18,,18,SBD018...R,SBD,8,,17.879,48.507,,17.879,48.507,11.553,42.181,Right,State,NB,59139.2445578483
916,18,,18,SBD018.R.R,SBD,8,R,14.288,17.295,,R14.288,R17.295,8.213,11.22,Right,State,NB,5856.53324335835
917,59,,59,MER059.R.L,MER,10,R,28.606,30.275,,R28.606,R30.275,29.15,30.819,Left,State,SB,3378.35097716198
918,18,,18,SBD018.R.R,SBD,8,R,9.234,14.287,,R9.234,R14.287,3.154,8.207,Right,State,NB,9850.26749306116
919,18,,18,SBD018.S.R,SBD,8,S,6.024,6.148,,S6.024,S6.148,0,0.124,Right,State,NB,247.071679208192
920,37,,37,SOL037.RLL,SOL,4,R,11.41,12.001,L,R11.41L,R12.001L,20.962,21.553,Left Independent,State,WB,1199.99744550707
921,18,,18,LA.018...L,LA,7,,0,4.5,,0.0,4.5,109.865,114.365,Left,State,SB,9019.74687064893
922,18,,18,SBD018...L,SBD,8,,70.001,90.705,,70.001,90.705,63.8,84.504,Left,State,SB,40548.1848585559
923,18,,18,SBD018...L,SBD,8,,49.106,70,,49.106,70.0,42.599,63.493,Left,State,SB,41064.0340885498
924,18,,18,SBD018...L,SBD,8,,17.879,48.507,,17.879,48.507,11.553,42.181,Left,State,SB,59139.2523372974
925,18,,18,SBD018.R.L,SBD,8,R,14.288,17.295,,R14.288,R17.295,8.213,11.22,Left,State,SB,5882.78804429094
926,18,,18,SBD018.L.L,SBD,8,L,14.287,14.293,,L14.287,L14.293,8.207,8.213,Left,State,SB,11.64150215347
927,18,,18,SBD018.R.L,SBD,8,R,9.234,14.287,,R9.234,R14.287,3.154,8.207,Left,State,SB,9831.88259737645
928,70,,70,SUT070.R.L,SUT,3,R,2.518,5.369,,R2.518,R5.369,2.467,5.318,Left,State,WB,5907.05358726555
929,18,,18,SBD018.T.L,SBD,8,T,6.148,8.359,,T6.148,T8.359,0.124,2.335,Left,State,SB,4340.70540708453
930,23,,23,VEN023...L,VEN,7,,21.508,23.38,,21.508,23.38,29.367,31.239,Left,State,SB,3857.10919761932
931,57,,57,LA.057.R.R,LA,7,R,4.518,4.761,,R4.518,R4.761,16.335,16.578,Right,State,NB,457.439990189182
932,35,,35,SM.035...R,SM,4,,23.659,28.271,,23.659,28.271,42.055,46.667,Right,State,NB,9367.85395220495
933,17,,17,SCL017...R,SCL,4,,0,13.949,,0.0,13.949,12.553,26.502,Right,State,NB,28221.2371235898
934,22,,22,ORA022.T.L,ORA,12,T,0.156,0.337,,T0.156,T0.337,1.623,1.804,Left,State,WB,347.701028644958
935,16,,16,AMA016...R,AMA,10,,7.433,9.373,,7.433,9.373,77.407,79.347,Right,State,EB,3994.95296560668
936,33,,33,MER033...R,MER,10,,27.111,30.302,,27.111,30.302,254.57,257.761,Right,State,NB,6376.26671266838
937,50,,50,ED.050.R.L,ED,3,R,3.154,4.216,,R3.154,R4.216,31.96,33.022,Left,US,WB,2185.19896532546
938,16,,16,AMA016.R.R,AMA,10,R,0,7.257,,R0.0,R7.257,70.15,77.407,Right,State,EB,15271.010365447
939,16,,16,SAC016.R.R,SAC,3,R,14.559,19.362,,R14.559,R19.362,60.9,65.703,Right,State,EB,9869.05700986027
940,16,,16,SAC016.R.R,SAC,3,R,11.366,12.077,,R11.366,R12.077,57.707,58.418,Right,State,EB,1470.98027056889
941,29,,29,NAP029.R.L,NAP,4,R,46.963,47.171,,R46.963,R47.171,52.861,53.069,Left,State,SB,457.917825027191
942,58,,58,SLO058...R,SLO,5,,30.145,34.626,,30.145,34.626,30.145,34.626,Right,State,EB,8844.98489575035
943,16,,16,SAC016.T.R,SAC,3,T,1.658,1.85,,T1.658,T1.85,50.314,50.506,Right,State,EB,289.059409841925
944,66,,66,LA.066.R.R,LA,7,R,0.038,0.518,,R0.038,R0.518,0.038,0.518,Right,State,EB,944.661998448674
945,39,,39,ORA039...R,ORA,12,,0,12.959,,0.0,12.959,0,12.959,Right,State,NB,25168.7395003468
946,16,,16,YOL016.R.R,YOL,3,R,40.57,43.42,,R40.57,R43.42,47.464,50.314,Right,State,EB,5919.24367883098
947,60,,60,LA.060.R.L,LA,7,R,21.072,30.456,,R21.072,R30.456,21.213,30.597,Left,State,WB,18221.7482998766
948,16,,16,COL016.D.R,COL,3,D,0.32,0.632,,D0.32,D0.632,7.578,7.89,Right,State,EB,328.539933457638
949,16,,16,YOL016...R,YOL,3,,0,0.32,,0.0,0.32,7.258,7.578,Right,State,EB,848.535954467509
950,16,,16,COL016...R,COL,3,,4.571,7.256,,4.571,7.256,4.573,7.258,Right,State,EB,5536.3453951356
951,16,,16,COL016.R.R,COL,3,R,3.223,3.568,,R3.223,R3.568,3.223,3.568,Right,State,EB,712.002894676003
952,16,,16,COL016...R,COL,3,,0,3.223,,0.0,3.223,0,3.223,Right,State,EB,6657.84023642347
953,16,,16,AMA016...L,AMA,10,,7.433,9.373,,7.433,9.373,77.407,79.347,Left,State,WB,3994.95296560668
954,45,,45,COL045...L,COL,3,,22.049,34.176,,22.049,34.176,34.736,46.863,Left,State,SB,25169.924616691
955,16,,16,AMA016.R.L,AMA,10,R,0,7.257,,R0.0,R7.257,70.15,77.407,Left,State,WB,15271.010365447
956,16,,16,SAC016...L,SAC,3,,19.374,21.784,,19.374,21.784,65.703,68.113,Left,State,WB,5289.9037691544
957,16,,16,SAC016.R.L,SAC,3,R,14.559,19.362,,R14.559,R19.362,60.9,65.703,Left,State,WB,9869.05700986027
958,70,,70,PLU070.T.R,PLU,2,T,59.641,59.918,,T59.641,T59.918,140.272,140.549,Right,State,EB,596.516467342662
959,70,,70,PLU070...L,PLU,2,,64.472,65.86,,64.472,65.86,144.878,146.266,Left,State,WB,2879.33647226959
960,16,,16,SAC016.T.L,SAC,3,T,1.658,1.85,,T1.658,T1.85,50.314,50.506,Left,State,WB,297.906701465787
961,16,,16,YOL016.R.L,YOL,3,R,40.57,43.42,,R40.57,R43.42,47.464,50.314,Left,State,WB,5919.24367883098
962,20,,20,NEV020.R.L,NEV,3,R,0.115,1.507,,R0.115,R1.507,170.765,172.157,Left,State,WB,2893.5816647619
963,16,,16,YOL016...L,YOL,3,,32.226,40.57,,32.226,40.57,39.12,47.464,Left,State,WB,17159.2607243068
964,36,,36,TEH036.R.R,TEH,2,R,23.205,23.612,,R23.205,R23.612,118.7,119.107,Right,State,EB,857.62382870816
965,16,,16,YOL016...L,YOL,3,,12.783,31.867,,12.783,31.867,20.036,39.12,Left,State,WB,39439.3474775618
966,16,,16,COL016.R.L,COL,3,R,4.237,4.573,,R4.237,R4.573,4.237,4.573,Left,State,WB,693.350273645833
967,15,,15,SBD015...R,SBD,8,,174.467,186.238,,174.467,186.238,281.769,293.54,Right,Interstate,NB,23368.6235630427
968,15,,15,SBD015..RR,SBD,8,,171.834,174.424,R,171.834R,174.424R,279.179,281.769,Right Independent,Interstate,NB,5118.76496133059
969,15,,15,SBD015..RR,SBD,8,,167.685,170.065,R,167.685R,170.065R,275.055,277.435,Right Independent,Interstate,NB,4702.53493129973
970,15,,15,SBD015...R,SBD,8,,139,167.685,,139.0,167.685,246.37,275.055,Right,Interstate,NB,56601.4794506545
971,15,,15,SBD015...R,SBD,8,,0,16.184,,0.0,16.184,106.774,122.958,Right,Interstate,NB,31533.9587526839
972,33,,33,FRE033...L,FRE,6,,0,10.647,,0.0,10.647,163.543,174.19,Left,State,SB,20452.4753432337
973,41,,41,MPA041...R,MPA,10,,0,0.639,,0.0,0.639,179.1,179.739,Right,State,NB,1240.3448275157
974,15,,15,RIV015...R,RIV,8,,21.814,52.281,,21.814,52.281,76.307,106.774,Right,Interstate,NB,59139.5085235409
975,15,,15,SD.015.R.R,SD,11,R,28.431,54.258,,R28.431,R54.258,28.688,54.515,Right,Interstate,NB,49873.122289042
976,46,,46,SLO046...R,SLO,5,,29.761,60.849,,29.761,60.849,21.823,52.911,Right,State,EB,61588.7916170756
977,15,,15,SD.015.R.R,SD,11,R,2.836,3.856,,R2.836,R3.856,2.438,3.458,Right,Interstate,NB,1959.37780978797
978,15,,15,SD.015.RRR,SD,11,R,0,0.395,R,R0.0R,R0.395R,0.148,0.543,Right Independent,Interstate,NB,762.873953613664
979,15,,15,SD.015...R,SD,11,,0.405,0.553,,0.405,0.553,0,0.148,Right,Interstate,NB,289.944192998348
980,58,,58,KER058...L,KER,9,,102.737,106.613,,102.737,106.613,154.43,158.306,Left,State,WB,7624.75544715626
981,15,,15,SBD015..LL,SBD,8,,171.834,174.467,L,171.834L,174.467L,279.55,282.183,Left Independent,Interstate,SB,5184.69963010783
982,15,,15,SBD015...L,SBD,8,,170.09,171.834,,170.09,171.834,277.806,279.55,Left,Interstate,SB,3442.45157656871
983,62,,62,SBD062.R.R,SBD,8,R,63.034,63.551,,R63.034,R63.551,71.808,72.325,Right,State,EB,1001.70837120389
984,36,,36,TEH036...R,TEH,2,,17.336,21.958,,17.336,21.958,112.885,117.507,Right,State,EB,9585.15707918076
985,15,,15,SBD015...L,SBD,8,,139,167.685,,139.0,167.685,246.716,275.401,Left,Interstate,SB,56618.6437916843
986,36,,36,TEH036.R.R,TEH,2,R,15.27,15.554,,R15.27,R15.554,110.996,111.28,Right,State,EB,583.774508471904
987,15,,15,SBD015.M.L,SBD,8,M,16.184,17.063,,M16.184,M17.063,122.948,123.827,Left,Interstate,SB,1666.38116911608
988,15,,15,SD.015.M.L,SD,11,M,11.372,28.431,,M11.372,M28.431,11.619,28.678,Left,Interstate,SB,32880.0481667087
989,25,,25,MON025...R,MON,5,,0,11.75,,0.0,11.75,0,11.75,Right,State,NB,23367.4888914613
990,15,,15,SD.015.M.L,SD,11,M,3.856,6.419,,M3.856,M6.419,3.448,6.011,Left,Interstate,SB,4914.15065141384
991,63,,63,TUL063.LRR,TUL,6,L,8.881,9.191,R,L8.881R,L9.191R,7.97,8.28,Right Independent,State,NB,602.907699227316
992,15,,15,SD.015.R.L,SD,11,R,2.836,3.856,,R2.836,R3.856,2.428,3.448,Left,Interstate,SB,1987.85559405191
993,15,,15,SD.015...L,SD,11,,1.482,2.732,,1.482,2.732,1.074,2.324,Left,Interstate,SB,2394.51727835346
994,32,,32,BUT032.R.L,BUT,3,R,8.33,8.869,,R8.33,R8.869,19.629,20.168,Left,State,WB,1183.85177880592
995,36,,36,TEH036...R,TEH,2,,78.392,87.807,,78.392,87.807,174.393,183.808,Right,State,EB,19852.3638749598
996,20,,20,NEV020...R,NEV,3,,19.767,41.287,,19.767,41.287,188.618,210.138,Right,State,EB,44804.8014110106
997,15,,15,SD.015...L,SD,11,,0.405,0.553,,0.405,0.553,0,0.148,Left,Interstate,SB,288.356748005795
998,14,U,14U,LA.014UT.R,LA,7,T,27,28.014,,T27.0,T28.014,0.277,1.291,Right,State,NB,1973.3440367036
999,33,,33,FRE033...R,FRE,6,,18.866,26.93,,18.866,26.93,182.434,190.498,Right,State,NB,16003.3782866805
1000,49,,49,ED.049...L,ED,3,,14.765,14.856,,14.765,14.856,147.678,147.769,Left,State,SB,209.958039781991
1001,14,U,14U,LA.014U..L,LA,7,,27.945,29.848,,27.945,29.848,1.291,3.194,Left,State,SB,3471.40799095048
1002,14,,14,KER014...R,KER,9,,16.07,32.95,,16.07,32.95,69.52,86.4,Right,State,NB,33146.3850216638
1003,14,,14,LA.014.R.R,LA,7,R,47.101,77.008,,R47.101,R77.008,22.264,52.171,Right,State,NB,58648.2903194598
1004,14,,14,KER014.L.L,KER,9,L,16.07,17.384,,L16.07,L17.384,68.206,69.52,Left,State,SB,2653.25062760329
1005,49,,49,PLA049...L,PLA,3,,11.1,11.373,,11.1,11.373,181.781,182.054,Left,State,SB,567.943341624902
1006,20,,20,SUT020.R.R,SUT,3,R,14.695,15.598,,R14.695,R15.598,146.691,147.594,Right,State,EB,1868.2956975634
1007,68,,68,MON068.L.R,MON,5,L,3.948,4.264,,L3.948,L4.264,3.948,4.264,Right,State,EB,675.217854621296
1008,14,,14,LA.014.R.L,LA,7,R,47.101,77.008,,R47.101,R77.008,22.264,52.171,Left,State,SB,58580.3485284244
1009,41,,41,KIN041.R.R,KIN,6,R,36.727,38.132,,R36.727,R38.132,88.841,90.246,Right,State,NB,2807.48933992356
1010,14,,14,LA.014...L,LA,7,,32.41,47.101,,32.41,47.101,7.573,22.264,Left,State,SB,28715.5400021951
1011,49,,49,TUO049...R,TUO,10,,0,2.782,,0.0,2.782,56.523,59.305,Right,State,NB,5518.08886254571
1012,20,,20,SUT020...R,SUT,3,,1.332,14.695,,1.332,14.695,133.328,146.691,Right,State,EB,27689.4889911404
1013,13,,13,ALA013..RR,ALA,4,,13.738,13.906,R,13.738R,13.906R,9.534,9.702,Right Independent,State,NB,342.299543175247
1014,35,,35,SM.035.T.R,SM,4,T,23.376,23.592,,T23.376,T23.592,41.839,42.055,Right,State,NB,440.299715864306
1015,22,,22,LA.022...L,LA,7,,0,1.467,,0.0,1.467,0,1.467,Left,State,WB,2804.03766679967
1016,16,,16,COL016...R,COL,3,,3.568,4.237,,3.568,4.237,3.568,4.237,Right,State,EB,1380.33472178559
1017,13,,13,ALA013..LL,ALA,4,,13.738,13.931,L,13.738L,13.931L,9.534,9.727,Left Independent,State,SB,392.44486651813
1018,33,,33,KER033...L,KER,6,,60.652,73.743,,60.652,73.743,131.458,144.549,Left,State,SB,26069.4577240074
1019,76,,76,SD.076...R,SD,11,,18.748,32.847,,18.748,32.847,18.5,32.599,Right,State,EB,27174.9781487963
1020,25,,25,SBT025...R,SBT,5,,34.856,49.79,,34.856,49.79,46.036,60.97,Right,State,NB,30129.2761905585
1021,13,,13,ALA013...L,ALA,4,,9.86,13.738,,9.86,13.738,5.656,9.534,Left,State,SB,7803.72165161855
1022,26,,26,SJ.026...L,SJ,10,,15.798,20.506,,15.798,20.506,14.637,19.345,Left,State,WB,9608.85515476794
1023,45,,45,GLE045...L,GLE,3,,0,20.32,,0.0,20.32,46.863,67.183,Left,State,SB,42671.9135567446
1024,16,,16,COL016...L,COL,3,,3.568,4.237,,3.568,4.237,3.568,4.237,Left,State,WB,1380.33472178559
1025,13,,13,ALA013.T.L,ALA,4,T,9.7,9.918,,T9.7,T9.918,5.438,5.656,Left,State,SB,314.474721610941
1026,33,,33,MER033.R.L,MER,10,R,5.5,5.635,,R5.5,R5.635,241.166,241.301,Left,State,SB,274.151665576326
1027,13,,13,ALA013...L,ALA,4,,4.262,9.149,,4.262,9.149,0,4.887,Left,State,SB,9994.54126371076
1028,39,,39,LA.039.T.R,LA,7,T,31.995,32.135,,T31.995,T32.135,35.063,35.203,Right,State,NB,366.713162234584
1029,15,,15,SD.015.R.L,SD,11,R,0.395,0.936,,R0.395,R0.936,0.533,1.074,Left,Interstate,SB,1045.41671529612
1030,12,,12,SJ.012...R,SJ,10,,23.168,27.642,,23.168,27.642,92.777,97.251,Right,State,EB,9178.86580327307
1031,32,,32,BUT032.D.L,BUT,3,D,2.706,4.698,,D2.706,D4.698,52.186,54.178,Left,State,WB,4136.79396805398
1032,12,,12,SJ.012.M.R,SJ,10,M,4.802,5.087,,M4.802,M5.087,74.6,74.885,Right,State,EB,590.165762778643
1033,12,,12,SJ.012.R.R,SJ,10,R,0.228,4.802,,R0.228,R4.802,70.026,74.6,Right,State,EB,9334.15637119715
1034,12,,12,SAC012...R,SAC,3,,0,6.2,,0.0,6.2,63.596,69.796,Right,State,EB,12741.749751226
1035,12,,12,SOL012...R,SOL,4,,23.811,26.41,,23.811,26.41,60.997,63.596,Right,State,EB,5323.97929700317
1036,32,,32,TEH032...L,TEH,2,,0,2.706,,0.0,2.706,49.48,52.186,Left,State,WB,5976.30466584652
1037,12,,12,SOL012...R,SOL,4,,17.366,23.415,,17.366,23.415,54.552,60.601,Right,State,EB,12300.544783721
1038,12,,12,SOL012...R,SOL,4,,15.058,16.975,,15.058,16.975,52.237,54.154,Right,State,EB,3805.46151077324
1039,12,,12,SOL012.R.R,SOL,4,R,3.206,5.15,,R3.206,R5.15,40.385,42.329,Right,State,EB,3981.45905330464
1040,12,,12,SOL012.L.R,SOL,4,L,1.801,3.206,,L1.801,L3.206,38.98,40.385,Right,State,EB,2908.13486800316
1041,76,,76,SD.076...L,SD,11,,34.393,34.412,,34.393,34.412,34.135,34.154,Left,State,WB,36.0030402528493
1042,12,,12,SOL012...R,SOL,4,,0,2.469,,0.0,2.469,36.186,38.655,Right,State,EB,5434.06381885969
1043,12,,12,SON012.R.R,SON,4,R,15.837,17.346,,R15.837,R17.346,6.501,8.01,Right,State,EB,3152.87539588637
1044,12,,12,SJ.012...L,SJ,10,,23.168,27.642,,23.168,27.642,92.777,97.251,Left,State,WB,9178.86580327307
1045,12,,12,SJ.012.L.L,SJ,10,L,23.167,23.286,,L23.167,L23.286,92.658,92.777,Left,State,WB,241.625606016486
1046,78,,78,SD.078...L,SD,11,,27.59,29.769,,27.59,29.769,27.947,30.126,Left,State,WB,4170.09808311212
1047,12,,12,SJ.012...L,SJ,10,,18.08,23.167,,18.08,23.167,87.571,92.658,Left,State,WB,10397.0540853828
1048,50,,50,ED.050...L,ED,3,,52.698,61.683,,52.698,61.683,80.967,89.952,Left,US,WB,18479.6650492344
1049,12,,12,SJ.012...L,SJ,10,,16.285,18.07,,16.285,18.07,85.786,87.571,Left,State,WB,3685.64113827551
1050,12,,12,SJ.012...L,SJ,10,,5.099,16,,5.099,16.0,74.885,85.786,Left,State,WB,22291.65972593
1051,12,,12,SJ.012.R.L,SJ,10,R,0.228,4.802,,R0.228,R4.802,70.026,74.6,Left,State,WB,9321.30345416749
1052,76,,76,SD.076.R.R,SD,11,R,34.086,34.379,,R34.086,R34.379,33.842,34.135,Right,State,EB,556.743293933683
1053,65,,65,TUL065...R,TUL,6,,15.132,19.205,,15.132,19.205,40.124,44.197,Right,State,NB,8157.71203486974
1054,32,,32,TEH032.R.L,TEH,2,R,24.799,24.876,,R24.799,R24.876,74.259,74.336,Left,State,WB,165.510085710383
1055,12,,12,SOL012.R.L,SOL,4,R,23.415,23.811,,R23.415,R23.811,60.601,60.997,Left,State,WB,803.428516155577
1056,12,,12,SOL012...L,SOL,4,,15.058,16.975,,15.058,16.975,52.237,54.154,Left,State,WB,3807.13123781885
1057,12,,12,SOL012.L.L,SOL,4,L,1.801,3.206,,L1.801,L3.206,38.98,40.385,Left,State,WB,2904.41621317585
1058,12,,12,SOL012...L,SOL,4,,0,2.469,,0.0,2.469,36.186,38.655,Left,State,WB,5422.70383005824
1059,32,,32,BUT032...R,BUT,3,,24.142,33.663,,24.142,33.663,35.909,45.43,Right,State,EB,20082.5298489965
1060,12,,12,SON012...L,SON,4,,17.697,41.361,,17.697,41.361,9.208,32.872,Left,State,WB,48482.8087123428
1061,70,,70,PLU070...L,PLU,2,,80.778,95.964,,80.778,95.964,160.955,176.141,Left,State,WB,31791.1901301386
1062,16,,16,SAC016.T.R,SAC,3,T,11.167,11.366,,T11.167,T11.366,57.508,57.707,Right,State,EB,411.199694219102
1063,12,,12,SON012.T.L,SON,4,T,17.346,18.544,,T17.346,T18.544,8.01,9.208,Left,State,WB,2421.1745211341
1064,12,,12,SON012.R.L,SON,4,R,15.837,17.346,,R15.837,R17.346,6.501,8.01,Left,State,WB,3058.69353603945
1065,36,,36,PLU036.R.R,PLU,2,R,10.534,15.869,,R10.534,R15.869,210.487,215.822,Right,State,EB,11889.5554152107
1066,12,,12,SON012.R.L,SON,4,R,12.526,15.731,,R12.526,R15.731,3.296,6.501,Left,State,WB,6641.0130608076
1067,11,,11,SD.011..LL,SD,11,,0.137,0.481,L,0.137L,0.481L,0,0.344,Left Independent,State,WB,727.598887276907
1068,10,S,10S,LA.010S..R,LA,7,,16.968,28.613,,16.968,28.613,0,11.645,Right,Interstate,EB,22831.2075982457
1069,29,,29,LAK029...L,LAK,1,,0,9.804,,0.0,9.804,54.458,64.262,Left,State,SB,20705.714527654
1070,26,,26,CAL026.R.R,CAL,10,R,4.17,4.53,,R4.17,R4.53,23.539,23.899,Right,State,EB,738.657903497779
1071,10,,10,RIV010.R.R,RIV,8,R,62.026,156.492,,R62.026,R156.492,147.129,241.595,Right,Interstate,EB,182504.199072949
1072,16,,16,COL016...L,COL,3,,4.571,7.256,,4.571,7.256,4.573,7.258,Left,State,WB,5536.3453951356
1073,10,,10,RIV010...R,RIV,8,,25.819,52.094,,25.819,52.094,111.639,137.914,Right,Interstate,EB,50914.4242078448
1074,35,,35,SM.035.R.L,SM,4,R,23.037,23.376,,R23.037,R23.376,41.5,41.839,Left,State,SB,644.266020113336
1075,20,,20,COL020...R,COL,3,,0,0.332,,0.0,0.332,93.191,93.523,Right,State,EB,737.188559309841
1076,10,,10,RIV010...R,RIV,8,,6.328,11.812,,6.328,11.812,92.204,97.688,Right,Interstate,EB,10648.3398744719
1077,36,,36,TEH036.R.R,TEH,2,R,87.807,89.038,,R87.807,R89.038,183.808,185.039,Right,State,EB,2544.22007181538
1078,71,,71,RIV071...L,RIV,8,,0.028,2.843,,0.028,2.843,13.446,16.261,Left,State,NB,5506.67974089998
1079,16,,16,SAC016...L,SAC,3,,12.077,14.559,,12.077,14.559,58.418,60.9,Left,State,WB,5097.43187620009
1080,60,,60,RIV060.R.L,RIV,8,R,0,6.932,,R0.0,R6.932,40.555,47.487,Left,State,WB,13449.456782062
1081,10,,10,SBD010.R.R,SBD,8,R,36.575,39.16,,R36.575,R39.16,83.336,85.921,Right,Interstate,EB,5000.79368427531
1082,49,,49,ED.049.R.L,ED,3,R,14.597,14.708,,R14.597,R14.708,147.567,147.678,Left,State,SB,236.398379480469
1083,13,,13,ALA013.R.L,ALA,4,R,9.149,9.7,,R9.149,R9.7,4.887,5.438,Left,State,SB,1057.53255642428
1084,45,,45,COL045...L,COL,3,,3.284,4.132,,3.284,4.132,16.063,16.911,Left,State,SB,1753.01693967147
1085,10,,10,SBD010.R.R,SBD,8,R,17.908,18.995,,R17.908,R18.995,64.68,65.767,Right,Interstate,EB,2119.70574880725
1086,70,,70,PLU070.RLL,PLU,2,R,43.086,43.651,L,R43.086L,R43.651L,123.788,124.353,Left Independent,State,WB,1168.62767193697
1087,39,,39,ORA039...R,ORA,12,,18.446,22.66,,18.446,22.66,16.666,20.88,Right,State,NB,8342.57027642533
1088,10,,10,SBD010...R,SBD,8,,11.845,17.908,,11.845,17.908,58.617,64.68,Right,Interstate,EB,11760.8537847784
1089,17,,17,SCR017...L,SCR,5,,0,12.553,,0.0,12.553,0,12.553,Left,State,SB,25388.9674705968
1090,10,,10,RIV010.R.L,RIV,8,R,52.094,61.309,,R52.094,R61.309,137.914,147.129,Left,Interstate,WB,17781.3370560497
1091,10,,10,RIV010...L,RIV,8,,25.819,52.094,,25.819,52.094,111.639,137.914,Left,Interstate,WB,50948.4145854127
1092,10,,10,RIV010.R.L,RIV,8,R,14.496,25.729,,R14.496,R25.729,100.406,111.639,Left,Interstate,WB,21803.4540246927
1093,37,,37,SOL037...L,SOL,4,,8.445,9.188,,8.445,9.188,17.938,18.681,Left,State,WB,1543.34217856964
1094,10,,10,RIV010...L,RIV,8,,12.483,14.533,,12.483,14.533,98.356,100.406,Left,Interstate,WB,3933.54967781819
1095,36,,36,PLU036.R.L,PLU,2,R,10.534,15.869,,R10.534,R15.869,210.487,215.822,Left,State,WB,11889.5531802917
1096,12,,12,SJ.012...L,SJ,10,,0,0.23,,0.0,0.23,69.796,70.026,Left,State,WB,395.926237367648
1097,10,,10,LA.010.S.R,LA,7,S,0,0.656,,S0.0,S0.656,16.239,16.895,Right,Interstate,EB,1268.27918159819
1098,32,,32,GLE032...R,GLE,3,,5.938,10.91,,5.938,10.91,6.327,11.299,Right,State,EB,10444.0609992552
1099,33,,33,MER033...R,MER,10,,16.643,26.464,,16.643,26.464,244.749,254.57,Right,State,NB,19485.7429063944
1100,10,,10,RIV010...L,RIV,8,,6.328,11.812,,6.328,11.812,92.204,97.688,Left,Interstate,WB,10619.6712460948
1101,32,,32,GLE032.R.R,GLE,3,R,0.205,0.523,,R0.205,R0.523,0.205,0.523,Right,State,EB,608.111969518483
1102,10,,10,SBD010...L,SBD,8,,24.663,36.575,,24.663,36.575,71.424,83.336,Left,Interstate,WB,23143.9782485481
1103,38,,38,SBD038.G.R,SBD,8,G,0.597,0.598,,G0.597,G0.598,59.565,59.566,Right,State,EB,2.56410928122305
1104,49,,49,CAL049...R,CAL,10,,2.55,3.99,,2.55,3.99,83.784,85.224,Right,State,NB,2919.29810734178
1105,10,,10,SBD010.R.L,SBD,8,R,21.244,24.652,,R21.244,R24.652,68.016,71.424,Left,Interstate,WB,6614.72671423899
1106,10,,10,SBD010...L,SBD,8,,18.995,21.244,,18.995,21.244,65.767,68.016,Left,Interstate,WB,4370.62295943716
1107,60,,60,RIV060...L,RIV,8,,12.937,24.816,,12.937,24.816,53.844,65.723,Left,State,WB,23001.2314244452
1108,18,,18,SBD018...L,SBD,8,,8.396,9.215,,8.396,9.215,2.335,3.154,Left,State,SB,1607.6720029407
1109,10,,10,SBD010.R.L,SBD,8,R,17.908,18.995,,R17.908,R18.995,64.68,65.767,Left,Interstate,WB,2117.79716567951
1110,26,,26,AMA026...L,AMA,10,,0,4.644,,0.0,4.644,57.465,62.109,Left,State,WB,9565.52215247554
1111,10,,10,SBD010.L.L,SBD,8,L,11.844,11.852,,L11.844,L11.852,58.609,58.617,Left,Interstate,WB,15.5068256610913
1112,16,,16,SAC016...R,SAC,3,,19.374,21.784,,19.374,21.784,65.703,68.113,Right,State,EB,5289.9037691544
1113,10,,10,LA.010...L,LA,7,,18.395,48.265,,18.395,48.265,16.895,46.765,Left,Interstate,WB,57983.8370063168
1114,49,,49,SIE049.R.R,SIE,3,R,2.937,2.992,,R2.937,R2.992,225.52,225.575,Right,State,NB,112.863579260698
1115,40,,40,SBD040.S.R,SBD,8,S,0,0.794,,S0.0,S0.794,0,0.794,Right,Interstate,EB,1561.2463124647
1116,10,,10,LA.010.S.L,LA,7,S,0,0.656,,S0.0,S0.656,16.239,16.895,Left,Interstate,WB,1275.19500343424
1117,74,,74,RIV074.R.L,RIV,8,R,14.19,16.335,,R14.19,R16.335,30.755,32.9,Left,State,WB,4155.04024817568
1118,14,U,14U,LA.014UT.L,LA,7,T,27,28.014,,T27.0,T28.014,0.277,1.291,Left,State,SB,1976.3118574863
1119,10,,10,LA.010...L,LA,7,,14.089,18.394,,14.089,18.394,11.934,16.239,Left,Interstate,WB,8432.52372287542
1120,57,,57,ORA057.R.L,ORA,12,R,22.4,22.551,,R22.4,R22.551,11.751,11.902,Left,State,SB,291.947489416343
1121,12,,12,SOL012...L,SOL,4,,23.811,26.41,,23.811,26.41,60.997,63.596,Left,State,WB,5315.7380943647
